rewardval1,rewardval2,rewardval3,rewardval4,rewardval5,tree1_n,tree2_p,tree3_n,tree4_p,reward1.thisRepN,reward1.thisTrialN,reward1.thisN,reward1.thisIndex,pos1.thisRepN,pos1.thisTrialN,pos1.thisN,pos1.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,reward2.thisRepN,reward2.thisTrialN,reward2.thisN,reward2.thisIndex,pos2.thisRepN,pos2.thisTrialN,pos2.thisN,pos2.thisIndex,reward3.thisRepN,reward3.thisTrialN,reward3.thisN,reward3.thisIndex,pos3.thisRepN,pos3.thisTrialN,pos3.thisN,pos3.thisIndex,reward4.thisRepN,reward4.thisTrialN,reward4.thisN,reward4.thisIndex,pos4.thisRepN,pos4.thisTrialN,pos4.thisN,pos4.thisIndex,reward5.thisRepN,reward5.thisTrialN,reward5.thisN,reward5.thisIndex,pos5.thisRepN,pos5.thisTrialN,pos5.thisN,pos5.thisIndex,introtext.started,introtext.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,square_2.started,square_2.stopped,tree1_2.started,tree1_2.stopped,tree2_2.started,tree2_2.stopped,tree3_2.started,tree3_2.stopped,tree4_2.started,tree4_2.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_2.started,mouse_2.stopped,square_14.started,square_14.stopped,tree1_14.started,tree1_14.stopped,tree2_14.started,tree2_14.stopped,tree3_14.started,tree3_14.stopped,tree4_14.started,tree4_14.stopped,text_2.started,text_2.stopped,tree1_12.started,tree1_12.stopped,tree2_12.started,tree2_12.stopped,tree3_12.started,tree3_12.stopped,tree4_12.started,tree4_12.stopped,square_12.started,square_12.stopped,wait_3.started,wait_3.stopped,forward_2.started,forward_2.stopped,squaree_2.started,squaree_2.stopped,tree1_4.started,tree1_4.stopped,tree2_4.started,tree2_4.stopped,tree3_4.started,tree3_4.stopped,tree4_4.started,tree4_4.stopped,square_4.started,square_4.stopped,reward_2.started,reward_2.stopped,resp.x,resp.y,resp.leftButton,resp.midButton,resp.rightButton,resp.time,resp.clicked_name,resp.started,resp.stopped,forward.started,forward.stopped,squaree.started,squaree.stopped,key_resp.keys,key_resp.started,key_resp.stopped,skip.started,skip.stopped,skip.x,skip.y,skip.leftButton,skip.midButton,skip.rightButton,skip.time,key_resp.rt,tree1_6.started,tree1_6.stopped,tree2_6.started,tree2_6.stopped,tree3_6.started,tree3_6.stopped,tree4_6.started,tree4_6.stopped,square_6.started,square_6.stopped,tree1_13.started,tree1_13.stopped,tree2_13.started,tree2_13.stopped,tree3_13.started,tree3_13.stopped,tree4_13.started,tree4_13.stopped,square_13.started,square_13.stopped,wait.started,wait.stopped,forward_3.started,forward_3.stopped,tree1_5.started,tree1_5.stopped,tree2_5.started,tree2_5.stopped,tree3_5.started,tree3_5.stopped,tree4_5.started,tree4_5.stopped,square_5.started,square_5.stopped,reward_3.started,reward_3.stopped,resp_3.x,resp_3.y,resp_3.leftButton,resp_3.midButton,resp_3.rightButton,resp_3.clicked_name,resp_3.started,resp_3.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,forward_7.started,forward_7.stopped,key_resp_2.rt,tree1_8.started,tree1_8.stopped,tree2_8.started,tree2_8.stopped,tree3_8.started,tree3_8.stopped,tree4_8.started,tree4_8.stopped,square_8.started,square_8.stopped,tree1_15.started,tree1_15.stopped,tree2_15.started,tree2_15.stopped,tree3_15.started,tree3_15.stopped,tree4_15.started,tree4_15.stopped,square_15.started,square_15.stopped,wait_4.started,wait_4.stopped,forward_4.started,forward_4.stopped,tree1_7.started,tree1_7.stopped,tree2_7.started,tree2_7.stopped,tree3_7.started,tree3_7.stopped,tree4_7.started,tree4_7.stopped,square_7.started,square_7.stopped,reward_4.started,reward_4.stopped,resp_4.x,resp_4.y,resp_4.leftButton,resp_4.midButton,resp_4.rightButton,resp_4.clicked_name,resp_4.started,resp_4.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,forward_8.started,forward_8.stopped,key_resp_3.rt,tree1_9.started,tree1_9.stopped,tree2_9.started,tree2_9.stopped,tree3_9.started,tree3_9.stopped,tree4_9.started,tree4_9.stopped,square_9.started,square_9.stopped,tree1_16.started,tree1_16.stopped,tree2_16.started,tree2_16.stopped,tree3_16.started,tree3_16.stopped,tree4_16.started,tree4_16.stopped,square_16.started,square_16.stopped,wait_5.started,wait_5.stopped,forward_5.started,forward_5.stopped,tree1_10.started,tree1_10.stopped,tree2_10.started,tree2_10.stopped,tree3_10.started,tree3_10.stopped,tree4_10.started,tree4_10.stopped,square_10.started,square_10.stopped,reward_5.started,reward_5.stopped,resp_5.x,resp_5.y,resp_5.leftButton,resp_5.midButton,resp_5.rightButton,resp_5.clicked_name,resp_5.started,resp_5.stopped,key_resp_4.keys,key_resp_4.started,key_resp_4.stopped,forward_9.started,forward_9.stopped,key_resp_4.rt,tree1_17.started,tree1_17.stopped,tree2_17.started,tree2_17.stopped,tree3_17.started,tree3_17.stopped,tree4_17.started,tree4_17.stopped,square_17.started,square_17.stopped,wait_6.started,wait_6.stopped,forward_6.started,forward_6.stopped,tree1_11.started,tree1_11.stopped,tree2_11.started,tree2_11.stopped,tree3_11.started,tree3_11.stopped,tree4_11.started,tree4_11.stopped,square_11.started,square_11.stopped,reward_6.started,reward_6.stopped,resp_6.x,resp_6.y,resp_6.leftButton,resp_6.midButton,resp_6.rightButton,resp_6.clicked_name,resp_6.started,resp_6.stopped,key_resp_5.keys,key_resp_5.started,key_resp_5.stopped,forward_10.started,forward_10.stopped,key_resp_5.rt,participant,session,date,expName,psychopyVersion,frameRate,
7.1,6.9,7.1,6.6,6.8,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.81034207344055,None,276.81034207344055,None,276.81034207344055,None,276.81034207344055,None,276.81034207344055,None,276.81034207344055,None,276.81034207344055,None,277.8232891559601,None,277.8232891559601,None,277.8232891559601,None,277.8232891559601,None,277.8232891559601,None,277.8232891559601,None,-0.4925925925925926,-0.19814814814814816,1,0,0,tree3_7,0.01376795768737793,None,None,277.8232891559601,None,277.8232891559601,None,,,001,2021_Jul_10_0414,untitled,2020.2.10,60.04137028697237,
6.2,6.2,6.8,6.1,6.1,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.77715015411377,None,278.77715015411377,None,278.77715015411377,None,278.77715015411377,None,278.77715015411377,None,278.77715015411377,None,278.77715015411377,None,279.7940340042114,None,279.7940340042114,None,279.7940340042114,None,279.7940340042114,None,279.7940340042114,None,279.7940340042114,None,-0.4925925925925926,-0.19814814814814816,1,0,0,tree3_7,0.013926982879638672,None,None,279.7940340042114,None,279.7940340042114,None,,,001,2021_Jul_10_0414,untitled,2020.2.10,60.04137028697237,
5.9,5.8,6.3,5.8,5.8,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.89388608932495,None,281.89388608932495,None,281.89388608932495,None,281.89388608932495,None,281.89388608932495,None,281.89388608932495,None,281.89388608932495,None,282.90604305267334,None,282.90604305267334,None,282.90604305267334,None,282.90604305267334,None,282.90604305267334,None,282.90604305267334,None,-0.4925925925925926,-0.19814814814814816,1,0,0,tree3_7,0.0065004825592041016,None,None,282.90604305267334,None,282.90604305267334,None,,,001,2021_Jul_10_0414,untitled,2020.2.10,60.04137028697237,
5.1,5.1,5.9,5.3,5.1,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.4122211933136,None,283.4122211933136,None,283.4122211933136,None,283.4122211933136,None,283.4122211933136,None,283.4122211933136,None,283.4122211933136,None,284.461275100708,None,284.461275100708,None,284.461275100708,None,284.461275100708,None,284.461275100708,None,284.461275100708,None,-0.4925925925925926,-0.19814814814814816,1,0,0,tree3_7,0.0062410831451416016,None,None,284.461275100708,None,284.461275100708,None,,,001,2021_Jul_10_0414,untitled,2020.2.10,60.04137028697237,
4.8,4.6,5.4,4.8,4.6,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.4712610244751,None,285.4712610244751,None,285.4712610244751,None,285.4712610244751,None,285.4712610244751,None,285.4712610244751,None,285.4712610244751,None,286.49892115592957,None,286.49892115592957,None,286.49892115592957,None,286.49892115592957,None,286.49892115592957,None,286.49892115592957,None,-0.4925925925925926,-0.19814814814814816,1,0,0,tree3_7,0.006581306457519531,None,None,286.49892115592957,None,286.49892115592957,None,,,001,2021_Jul_10_0414,untitled,2020.2.10,60.04137028697237,
4.0,4.0,4.6,4.0,4.1,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.4996349811554,None,287.4996349811554,None,287.4996349811554,None,287.4996349811554,None,287.4996349811554,None,287.4996349811554,None,287.4996349811554,None,288.5242450237274,None,288.5242450237274,None,288.5242450237274,None,288.5242450237274,None,288.5242450237274,None,288.5242450237274,None,-0.4925925925925926,-0.19814814814814816,1,0,0,tree3_7,0.013837099075317383,None,None,288.5242450237274,None,288.5242450237274,None,,,001,2021_Jul_10_0414,untitled,2020.2.10,60.04137028697237,
3.1,3.2,3.9,3.6,3.6,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.29272198677063,None,289.29272198677063,None,289.29272198677063,None,289.29272198677063,None,289.29272198677063,None,289.29272198677063,None,289.29272198677063,None,290.29177713394165,None,290.29177713394165,None,290.29177713394165,None,290.29177713394165,None,290.29177713394165,None,290.29177713394165,None,-0.4925925925925926,-0.19814814814814816,1,0,0,tree3_7,0.013978004455566406,None,None,290.29177713394165,None,290.29177713394165,None,,,001,2021_Jul_10_0414,untitled,2020.2.10,60.04137028697237,
2.6,2.4,3.2,3.1,2.8,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.1491961479187,None,291.1491961479187,None,291.1491961479187,None,291.1491961479187,None,291.1491961479187,None,291.1491961479187,None,291.1491961479187,None,292.1579580307007,None,292.1579580307007,None,292.1579580307007,None,292.1579580307007,None,292.1579580307007,None,292.1579580307007,None,-0.4925925925925926,-0.19814814814814816,1,0,0,tree3_7,0.0039691925048828125,None,None,292.1579580307007,None,292.1579580307007,None,,,001,2021_Jul_10_0414,untitled,2020.2.10,60.04137028697237,
2.1,1.3,2.4,2.7,2.1,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.41431617736816,None,293.41431617736816,None,293.41431617736816,None,293.41431617736816,None,293.41431617736816,None,293.41431617736816,None,293.41431617736816,None,294.4498631954193,None,294.4498631954193,None,294.4498631954193,None,294.4498631954193,None,294.4498631954193,None,294.4498631954193,None,-0.4925925925925926,-0.19814814814814816,1,0,0,tree3_7,0.006661176681518555,None,None,294.4498631954193,None,294.4498631954193,None,,,001,2021_Jul_10_0414,untitled,2020.2.10,60.04137028697237,
1.3,0.0,1.7,2.1,1.4,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.16217517852783,None,295.16217517852783,None,295.16217517852783,None,295.16217517852783,None,295.16217517852783,None,295.16217517852783,None,295.16217517852783,None,296.1648600101471,None,296.1648600101471,None,296.1648600101471,None,296.1648600101471,None,296.1648600101471,None,296.1648600101471,None,-0.44907407407407407,-0.1824074074074074,1,0,0,tree3_7,0.01359415054321289,None,None,296.1648600101471,None,296.1648600101471,None,,,001,2021_Jul_10_0414,untitled,2020.2.10,60.04137028697237,
0.7,None,1.1,1.3,0.0,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.77038407325745,None,300.77038407325745,None,300.77038407325745,None,300.77038407325745,None,300.77038407325745,None,300.77038407325745,None,300.77038407325745,None,301.78069710731506,None,301.78069710731506,None,301.78069710731506,None,301.78069710731506,None,301.78069710731506,None,301.78069710731506,None,-0.44907407407407407,-0.1824074074074074,1,0,0,tree3_7,0.0061299800872802734,None,None,301.78069710731506,None,301.78069710731506,None,,,001,2021_Jul_10_0414,untitled,2020.2.10,60.04137028697237,
,,,,,-0.2,0.2,0.6,-0.6,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.0461790561676,None,305.0461790561676,None,305.0461790561676,None,305.0461790561676,None,305.0461790561676,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_10_0414,untitled,2020.2.10,60.04137028697237,
,,,,,-0.25,0.15,0.55,-0.6,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.54881405830383,None,305.54881405830383,None,305.54881405830383,None,305.54881405830383,None,305.54881405830383,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_10_0414,untitled,2020.2.10,60.04137028697237,
,,,,,-0.3,0.1,0.5,-0.6,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.05356001853943,None,306.05356001853943,None,306.05356001853943,None,306.05356001853943,None,306.05356001853943,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_10_0414,untitled,2020.2.10,60.04137028697237,
,,,,,-0.35,0.05,0.45,-0.6,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.5477352142334,None,306.5477352142334,None,306.5477352142334,None,306.5477352142334,None,306.5477352142334,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_10_0414,untitled,2020.2.10,60.04137028697237,
,,,,,-0.4,0.0,0.4,0.6,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.0833351612091,None,307.0833351612091,None,307.0833351612091,None,307.0833351612091,None,307.0833351612091,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_10_0414,untitled,2020.2.10,60.04137028697237,
,,,,,-0.45,-0.05,0.35,0.6,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.5776619911194,None,307.5776619911194,None,307.5776619911194,None,307.5776619911194,None,307.5776619911194,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_10_0414,untitled,2020.2.10,60.04137028697237,
,,,,,-0.5,-0.1,0.3,0.6,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.0732970237732,None,308.0732970237732,None,308.0732970237732,None,308.0732970237732,None,308.0732970237732,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_10_0414,untitled,2020.2.10,60.04137028697237,
,,,,,-0.55,-0.15,0.25,0.6,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.5615801811218,None,308.5615801811218,None,308.5615801811218,None,308.5615801811218,None,308.5615801811218,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_10_0414,untitled,2020.2.10,60.04137028697237,
,,,,,-0.6,-0.2,0.2,0.6,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.05450415611267,None,309.05450415611267,None,309.05450415611267,None,309.05450415611267,None,309.05450415611267,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_10_0414,untitled,2020.2.10,60.04137028697237,
,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_10_0414,untitled,2020.2.10,60.04137028697237,
7.5,7.3,7.6,7.1,7.4,,,,,,,,,,,,,5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.59663820266724,None,309.59663820266724,None,309.59663820266724,None,309.59663820266724,None,309.59663820266724,None,309.59663820266724,None,309.59663820266724,None,310.56567120552063,None,310.56567120552063,None,310.56567120552063,None,310.56567120552063,None,310.56567120552063,None,310.56567120552063,None,-0.44907407407407407,-0.1824074074074074,0,0,0,,0.00426936149597168,None,space,310.56567120552063,None,310.56567120552063,None,1.7157130241394043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jul_10_0414,untitled,2020.2.10,60.04137028697237,
